rpm,voltage_v,current_a,power_w,vibration_rms,temperature_c,thrust_gradient,current_gradient,thrust_kgf
3621.7808319315373,14.620907713983678,-0.4007328064859893,-5.85907738159733,0.34279003705234257,25.103959642907995,0.9342719619055129,2.090414192479568,0.2550784567752397
7655.000144869413,14.082908689759169,1.6896813859935786,23.795628673733283,0.7216111491651509,25.05506768759455,0.22278926713171668,0.5730411546084848,1.1893504186807526
6123.957592679835,14.67633377649266,0.7453495027309803,10.938998082222694,0.6126222238205614,27.495179309723856,-0.32893076977845565,-0.5302442491299697,0.7006569910386731
5190.609389379256,15.074042119605222,0.6291928877336392,9.484480091052918,0.5539303128735223,23.540508147607063,-0.3115349597802941,-0.025787828080131914,0.5314888791238414
2092.1304830970557,14.961288970884965,0.6937738465707165,10.379750998986898,0.17292966816555455,26.183743430433037,-0.2173607285905992,-0.22676972393568262,0.07758707147808491
2091.9616423534185,14.928455874343173,0.17565343986227402,2.62223462616055,0.20733527130215315,24.941229949179267,-0.01068970212834143,-0.06772509954792921,0.09676742194264293
1406.5852851773961,14.716002009437657,0.5583236474748581,8.216291918156573,0.10679041708165116,25.95254411715527,0.46450460725753673,0.6738091966959475,0.05620766722140205
7063.233020424546,14.416290779134064,1.523271833254169,21.959929683856718,0.7167910185518354,25.56593526724706,0.24904957053893584,-0.05966624932479739,1.0257766364577163
5207.805082202462,14.95458829648734,0.4389911488252633,6.564931896483815,0.4933113390227486,23.25945228240232,-0.1883570030440398,-0.3041706399150789,0.5543068082992737
5956.508044572319,14.549715456989613,0.9149305534240112,13.311979215225398,0.5586752758925293,25.369939633586032,-0.2875256291030988,-0.03843660825692044,0.6490626303696367
1144.0914600706171,15.455229020014137,0.3621179323114224,5.596615576127011,0.08041081126046046,25.444191234333026,0.2685511830785108,0.6707195168342321,-0.020744449906923916
7789.36896513396,14.971152162506355,2.2563695870924754,33.780452423213085,0.8041033352056743,23.484925577603327,0.4694089474766024,0.39781950126322946,1.1861649965266583
6827.098485602952,14.625805509233816,1.1577569348378813,16.93312775590554,0.6778723782937776,27.291375374253263,-0.5049925955239835,-1.0721246273731129,0.9180734450462809
2486.373774747933,14.616584425783412,0.11212033234624959,1.6388163035858518,0.22721629097479154,25.344843693876644,-0.4364551456225362,-0.6983250957902644,0.1761798054786914
2272.774770449704,14.772116738015924,-0.2388932567426474,-3.528959076527197,0.24034770217233095,25.6003197631137,-0.044866412589189095,0.050231109412444484,0.04516315380120846
2283.8315689740366,14.728149423393475,0.21258255117113856,3.1309475784547183,0.20765734602402117,23.89824537577503,0.09919361234559698,0.3360928068779606,0.0864469803003132
3129.695700716764,15.135050132658987,0.43329235701327384,6.557901545493876,0.3692954647559616,25.8206052292496,0.16767643656024717,0.10181526487199949,0.2435503784924024
4673.295021425665,14.855924850923214,0.41621308091513753,6.183230252046506,0.4186361944579037,26.2143683838376,0.05162998918333708,-0.15310412089072217,0.42179985342080756
4023.6151304948103,14.580510478327442,0.12708411523182953,1.8529512737666625,0.3930129374086169,25.291693462707393,-0.12205733622663503,-0.11598189046162462,0.3468103568590766
3038.6039813862935,15.367132205546735,0.1842492999918883,2.8313833517547886,0.23362213705527932,25.0459032314768,0.11211215100698896,0.27309686615802,0.1776851809675375
5282.970263056656,14.814792499456068,0.6732778475478695,9.974471605902103,0.510953306711161,24.308395229365942,-0.055490580379511885,-0.06856867305954038,0.5710346588730545
1976.4570245642929,15.03065190279067,0.04711195387280753,0.7081233791225008,0.11366392757109779,24.79792666837852,-0.1761196789461824,-0.2623000814744068,0.06670402020851372
3045.012539746527,14.617532047766574,0.14867768459905586,2.17330081941443,0.341817080102609,24.532573791120438,0.055080527880259335,0.04964369829235529,0.21879530098068964
3564.532903055842,14.908934688323358,0.14639935045751812,2.1826583543841,0.39477847865586313,25.615915442529943,0.05728926403715294,0.17263920090700102,0.1768650759690324
4192.489889519251,14.89333299734296,0.4939560864130579,7.3566524810139855,0.45845749763814897,24.298310900806516,0.3409920457990906,0.5487183664672046,0.3333738290549955
6496.231729751095,14.233105212371155,1.2438360833919273,17.703649841860965,0.651066796983833,25.937801546521136,-0.09585409037727476,-0.31771920147641086,0.8588491675672136
2397.7164751085184,15.404582533138193,-0.1414823165397639,-2.1794760221163756,0.19577812727534724,24.118569742308413,-0.18053378858807986,-0.5283506683492203,0.141665648300446
4599.641068895281,15.187193338276765,0.18713474669348673,2.8420515783434315,0.4199470752877306,24.79378786984803,0.1842975593048234,0.3179927599881891,0.4977815903910539
5146.901982034297,14.680841405156205,0.49450320343661436,7.25972310399463,0.5911988009644558,25.764395358043803,-0.19434344935569497,-0.015229644005461646,0.5102607669100928
1325.152889039984,14.469319077863243,0.15667545868256344,2.2669872033485894,0.20429914409398825,24.343205917618725,0.004314566209914106,0.05742599832701051,0.10909469167966399
5252.813963310068,14.904268484141067,0.6093552000906354,9.08199350435833,0.5314091541785454,25.833343049004792,0.026790645377071085,-0.12154009789890606,0.518889899329921
2193.6688658110406,14.82600930982432,-0.08640473711524868,-1.2810374368836,0.1935851848770877,25.527072736536795,-0.21782751070210005,-0.27236060909112103,0.16267598243380615
1455.3611508969566,14.90670068456897,0.06463398190839328,0.9634794223602645,0.2139672862246212,24.748439521195575,0.4798575632839459,0.9027790709633912,0.0832348779257209
7642.198760773333,14.857473218858228,1.7191534048115336,25.5422756710963,0.7294947180080928,26.677529222799247,0.5681451860157297,0.9901007941274741,1.122391109001698
7759.424231521915,14.951872296791779,2.0448355701633414,30.574120313019684,0.7873848835569869,25.691235013026116,-0.11908274815640313,-0.23577850817341828,1.2195252499571803
6658.781436815228,15.234191709817543,1.247596388464697,19.006122558347194,0.7334760089514457,26.47655544312476,-0.4960102037511395,-0.9924819260895676,0.8842256126888918
3132.2963842135946,14.970430961538595,0.059871717984205985,0.8963054206312644,0.2714127134381281,26.811426440272438,-0.41934597758569164,-0.591100176040666,0.2275048424549012
