rpm,voltage_v,current_a,power_w,vibration_rms,temperature_c,thrust_gradient,current_gradient,fault_label
3621.7808319315373,14.486163674481249,0.03459167359407839,0.5011006454580506,0.29462436027057887,25.010377502078224,0.9096346164680806,1.5982394347539628,0.0
7655.000144869413,14.94202222471374,1.6328311083480411,24.3977987101404,0.7235776019420627,25.489849332504413,0.24385560202394305,0.2943740130847188,0.0
6123.957592679835,14.887284209301846,0.623339699763516,9.279835269320346,1.853561938599066,25.187001909929055,-0.31656601384838634,-1.0216051520468739,3.0
5190.609389379256,15.087351889332481,-0.4103791957457067,-6.1915353342767325,0.5195365309349753,24.87688624127629,-0.33125846638637085,-0.06710868565245143,0.0
2092.1304830970557,14.56273546249163,0.48912232845861314,7.122959078140725,0.19377495875003642,25.146736698537584,-0.22566122320034082,0.07345913762564651,0.0
2091.9616423534185,14.810202428868445,-0.26346092049441366,-3.9019095646182818,0.16362479235844365,24.920961723851676,-0.02398527793826343,-0.30085836690771245,0.0
1406.5852851773961,14.39049346137201,-0.11259440535681176,-1.6202890540742692,0.2195010197972005,24.966221678392955,0.4551295718773765,0.6182555825469499,0.0
7063.233020424546,15.010448434577414,0.9730502445994862,14.605920520813527,0.6644243413084887,25.291915073379847,0.25142751609736214,0.4845709523644041,0.0
5207.805082202462,14.955661354132037,0.8565474993719965,12.810234334336203,3.1166039273182227,25.2569642498116,-0.14409272615760915,-0.0423371128442272,1.0
5956.508044572319,14.948741506308272,0.8883760189110318,13.280103467104244,0.5712573500535422,25.266512805673308,-0.2581228850520727,-0.5492334362679381,0.0
1144.0914600706171,14.800485709407083,-0.2419193731638798,-3.580524225340722,0.11622311063897847,24.927424188050836,0.2519428078993735,0.4422060827569942,0.0
7789.36896513396,14.924431867236638,1.7727881844250202,26.457856473493354,3.3657193941598167,25.531836455327507,0.45300328463115597,1.009098879123919,1.0
6827.098485602952,15.28130173249258,1.7762783850839583,27.143845963372613,0.614197019099901,25.53288351552519,-0.5449221432723781,-0.8665977103915069,0.0
2486.373774747933,14.714471722887396,0.03959276364200631,0.582586601041266,0.24830656526711894,25.0118778290926,-0.41443768574929407,-0.8919191635885741,0.0
2272.774770449704,14.841593555113025,-0.0075599420931901015,-0.11220158784731789,0.2868139094939627,24.997732017372044,-0.009661679123118758,-0.13717919162546663,0.0
2283.8315689740366,14.474162110245578,-0.23476561960892695,-3.3980356361318567,0.31645825157200386,24.92957031411732,0.04629490021892291,-0.21909649292320288,0.0
3129.695700716764,14.539521711520502,-0.44575292793959587,-6.481034373751588,0.3064688714089199,24.866274121618122,0.166237997218395,0.2975036038135289,0.0
4673.295021425665,14.829343987927993,0.36024158801813094,5.342146427478303,0.469413562503412,25.10807247640544,0.06394483539261774,0.40197969387041815,0.0
4023.6151304948103,15.131180064010573,0.35820645980124044,5.420086443344334,0.5129281644795577,25.10746193794037,-0.12606572201585275,0.040928430508272856,0.0
3038.6039813862935,14.72311575272453,0.44209844903467665,6.50906663923753,0.36060661221858925,25.132629534710404,0.1172029608199415,-0.2214846894379504,0.0
5282.970263056656,14.729225041206364,-0.08476291907466038,-1.2484921102002362,0.49743279784290473,24.974571124277603,-0.053267317857470964,-0.37437207981935094,0.0
1976.4570245642929,14.677934426648688,-0.3066457106040252,-4.500925632458972,0.16669652991212314,24.908006286818793,-0.18637673433127322,0.011737625819795289,0.0
3045.012539746527,14.639572998746704,-0.061287667435069804,-0.8972252813386156,0.35232872706401613,24.98161369976948,0.08799512447018171,0.24338188829172847,0.0
3564.532903055842,14.888491436712647,0.18011806597943175,2.681686282932013,0.30590143380329765,25.05403541979383,0.08304870106507543,0.15627133037215987,0.0
